iter	Logloss
176	0.4766316398
177	0.4762281042
178	0.4752287792
179	0.4744401777
180	0.4738158343
181	0.4730748352
182	0.4724368609
183	0.4713772596
184	0.4709569282
185	0.4704449082
186	0.4699690504
187	0.4694962342
188	0.4691844506
189	0.468725831
190	0.4680614115
191	0.4673381474
192	0.4668105391
193	0.4662701925
194	0.4654851405
195	0.4647874725
196	0.4645312405
197	0.4639467631
198	0.463445436
199	0.4627922735
200	0.4622436169
201	0.4622269597
202	0.4618547366
203	0.4613690127
204	0.4608352676
205	0.4604280525
206	0.4599689706
207	0.4594303694
208	0.4588418492
209	0.4580257002
210	0.4574854475
211	0.4570298014
212	0.4566560403
213	0.4558608007
214	0.4548628491
215	0.4545986749
216	0.4539784317
217	0.4534880278
218	0.4529937726
219	0.4524176158
220	0.4519760919
221	0.4512087851
222	0.4508593299
223	0.4503688647
224	0.4496236617
225	0.4490775791
226	0.44850617
227	0.4478963793
228	0.4472798425
229	0.4463533495
230	0.4451209361
231	0.4447470417
232	0.4443823353
233	0.4433304305
234	0.4429746066
235	0.4424148486
236	0.4413957529
237	0.4410043002
238	0.4398347204
239	0.4393731905
240	0.4390183621
241	0.4378174186
242	0.4371874248
243	0.4367521529
244	0.4360974171
245	0.4355031887
246	0.4347690272
247	0.4343626827
248	0.4333328428
249	0.4328048944
250	0.4321344829
251	0.431583186
252	0.4309322431
253	0.4302197134
254	0.4295137194
255	0.4287887665
256	0.4282708899
257	0.4275716589
258	0.4266204974
259	0.4259940351
260	0.4252367955
261	0.4240224317
262	0.4232973437
263	0.4227660772
264	0.422263821
265	0.4217465767
266	0.4211917921
267	0.420513235
268	0.4199774753
269	0.4193673916
270	0.4191267044
271	0.4188403825
272	0.4177358758
273	0.4171388205
274	0.4165186411
275	0.4158825465
276	0.4150637227
277	0.414472395
278	0.4138702312
279	0.4131232296
280	0.4126493311
281	0.4121524414
282	0.4118852733
283	0.4113881542
284	0.4108561386
285	0.4102613471
286	0.4098178044
287	0.4095260371
288	0.4090838682
289	0.4083611213
290	0.407982279
291	0.407522663
292	0.4069462771
293	0.4064007912
294	0.4060396789
295	0.4056233764
296	0.4053782594
297	0.4046818656
298	0.4042602222
299	0.403457388
300	0.4030582784
301	0.4024354298
302	0.4018856897
303	0.4009552861
304	0.4005242599
305	0.3996351109
306	0.3991688242
307	0.3984223533
308	0.3980369186
309	0.3972228336
310	0.3968838827
311	0.3963768523
312	0.3955966245
313	0.3950155793
314	0.3944195217
315	0.3937640287
316	0.3932165636
317	0.3916790713
318	0.3912786354
319	0.3903032611
320	0.389764149
321	0.3888173946
322	0.3885105587
323	0.3880181293
324	0.3872923788
325	0.386736051
326	0.3861520016
327	0.3848632277
328	0.3840658639
329	0.3830044138
330	0.3826904209
331	0.3818720952
332	0.3812414609
333	0.3809554308
334	0.379978178
335	0.3795891166
336	0.3786317867
337	0.3777313418
338	0.3772253691
339	0.3761341596
340	0.3755277469
341	0.3750340329
342	0.3739361135
343	0.3730658621
344	0.3724124202
345	0.3720862798
346	0.3711968751
347	0.3708032881
348	0.3699893546
349	0.3694098853
350	0.3687869371
351	0.3685459323
352	0.3675647108
353	0.366855921
354	0.3660123216
355	0.3655301765
356	0.3649401044
357	0.3641601905
358	0.3635391339
359	0.3632121867
360	0.3625672611
361	0.3622554549
362	0.3617440522
363	0.3611040164
364	0.3605363101
365	0.3599092117
366	0.359289256
367	0.3586420404
368	0.3580359891
369	0.3575933607
370	0.357037062
371	0.3567414003
372	0.3559147234
373	0.3553608269
374	0.3549600766
375	0.3544893656
376	0.3539794322
377	0.3534084432
378	0.3531150433
379	0.3528196348
380	0.3523624567
381	0.3515404069
382	0.3511248648
383	0.3505794541
384	0.3501897826
385	0.3498014903
386	0.348941209
387	0.3482665816
388	0.3476381503
389	0.3471385655
390	0.3462704231
391	0.3455682369
392	0.3449843362
393	0.3444128997
394	0.34378627
395	0.3435109864
396	0.343209794
397	0.3426482946
398	0.3418423001
399	0.34152615
400	0.3408146806
401	0.3404228149
402	0.3397867505
403	0.3394068314
404	0.3387745486
405	0.3378494122
406	0.3376133278
407	0.3371298521
408	0.3366132804
409	0.3361169731
410	0.3354823475
411	0.3350549115
412	0.3345566883
413	0.3340497776
414	0.3335258546
415	0.3329510843
416	0.3320419521
417	0.331627127
418	0.3310083216
419	0.3306100551
420	0.3299944519
421	0.3295582962
422	0.3290580711
423	0.3285795178
424	0.3280395646
425	0.3278801548
426	0.3273584576
427	0.3269240017
428	0.3267146668
429	0.3254695653
430	0.3248593024
431	0.3243365325
432	0.3239351732
433	0.3236275608
434	0.3229788755
435	0.3221233482
436	0.3215527988
437	0.3212910823
438	0.3210294689
439	0.3204948574
440	0.3202370804
441	0.3196397712
442	0.3189685415
443	0.3186557739
444	0.3183340052
445	0.3179513328
446	0.3172347373
447	0.3165619124
448	0.3162823619
449	0.3154141893
450	0.3149481528
451	0.3144389347
452	0.3140444964
453	0.3132373932
454	0.3125139626
455	0.3122658753
456	0.3118250389
457	0.3116280408
458	0.3110418096
459	0.3106359055
460	0.3098876561
461	0.309322746
462	0.3086598573
463	0.3081651845
464	0.307965859
465	0.3075053417
466	0.3067911635
467	0.3063133471
468	0.3056233789
469	0.3051076954
470	0.3045834246
471	0.3040177883
472	0.3031783744
473	0.3026594418
474	0.3021060188
475	0.3016707801
476	0.3010515301
477	0.3009339224
478	0.3004443869
479	0.3000751814
480	0.2992959712
481	0.2989059005
482	0.2986036029
483	0.2983293635
484	0.2974570996
485	0.296830123
486	0.2960331628
487	0.2957044761
488	0.2950706328
489	0.2946076264
490	0.2941970025
491	0.2934908677
492	0.2933653426
493	0.2929604423
494	0.2926444283
495	0.2921045747
496	0.2917682374
497	0.2912264716
498	0.2906707213
499	0.2899140488
500	0.2895204249
501	0.2888500422
502	0.2883937983
503	0.2880039457
504	0.2877908178
505	0.2869157244
506	0.2863578994
507	0.2857009546
508	0.2853594704
509	0.2849236254
510	0.2840980482
511	0.2838214429
512	0.2834645186
513	0.2830004619
514	0.282642378
515	0.282120664
516	0.2817036846
517	0.2811626926
518	0.280818383
519	0.2802006892
520	0.2800853013
521	0.2796622992
522	0.2792878584
523	0.2787709819
524	0.2782207421
525	0.2777549095
526	0.2774226663
527	0.2771854171
528	0.2766573284
529	0.2761927848
530	0.2760310004
531	0.2751760834
532	0.2748909512
533	0.2744167651
534	0.2741355546
535	0.2738309255
536	0.2734758622
537	0.2728885478
538	0.2723572127
539	0.2720714476
540	0.271678724
541	0.2711102889
542	0.2708379278
543	0.270534221
544	0.2701392689
545	0.2697409287
546	0.2693280995
547	0.2689269973
548	0.2686226001
549	0.2680839509
550	0.2677839784
551	0.2673242319
552	0.2670892872
553	0.2667469238
554	0.2665513251
555	0.2659916249
556	0.265300519
557	0.2649872028
558	0.2644336075
559	0.2638508197
560	0.2631141777
561	0.2625250169
562	0.2621752202
563	0.2617328529
564	0.2613802706
565	0.2609840311
566	0.2605353147
567	0.2598541886
568	0.2595413674
569	0.2590971583
570	0.2586323739
571	0.2580845716
572	0.2573740224
573	0.2571747804
574	0.2567903006
575	0.2563171645
576	0.2557329694
577	0.2552830701
578	0.2548869832
579	0.2547321312
580	0.2540064498
581	0.2534308866
582	0.2530953815
583	0.2526659245
584	0.2522678041
585	0.2519137769
586	0.2516598629
587	0.2514594092
588	0.251151973
589	0.2507506517
590	0.2505252002
591	0.250007798
592	0.2495876217
593	0.249411522
594	0.2489657717
595	0.2484908202
596	0.2481986578
597	0.2478997348
598	0.2475104807
599	0.24689732
600	0.2464253473
601	0.245933874
602	0.245823355
603	0.2453285434
604	0.2451743591
605	0.2449592625
606	0.2447401693
607	0.2444036901
608	0.2438779488
609	0.2435141861
610	0.2432821738
611	0.2430009533
612	0.2424599247
613	0.2421738936
614	0.2419522276
615	0.2418123053
616	0.2410346657
617	0.2406924753
618	0.2405141971
619	0.240062612
620	0.2399126929
621	0.2395831653
622	0.239010153
623	0.2388071664
624	0.2385321652
625	0.238143666
626	0.2377083246
627	0.2373383813
628	0.2371499502
629	0.236776503
630	0.23583631
631	0.235354581
632	0.2349276465
633	0.2344229643
634	0.2343875667
635	0.2340216661
636	0.2334991963
637	0.2331880071
638	0.2326768052
639	0.2323639211
640	0.2320606724
641	0.2315585502
642	0.2311725899
643	0.2308582671
644	0.2305188162
645	0.2302515445
646	0.2298928689
647	0.229573926
648	0.2292307485
649	0.2288120299
650	0.2284139715
651	0.2280845735
652	0.2275561073
653	0.2270595732
654	0.2269532162
655	0.2266137942
656	0.2260921143
657	0.2255795393
658	0.2252196906
659	0.2251160013
660	0.2247845429
661	0.2243512888
662	0.2240022143
663	0.223564823
664	0.2232122538
665	0.2228305002
666	0.2226176824
667	0.222495391
668	0.2223517486
669	0.2219256437
670	0.2217413808
671	0.2215128013
672	0.2211014296
673	0.2207246992
674	0.2204609913
675	0.2200291594
676	0.2198139895
677	0.2195579182
678	0.219167684
679	0.2188619419
680	0.2185622557
681	0.2183780427
682	0.2181374947
683	0.2176447568
684	0.2174980196
685	0.2170099596
686	0.2168130042
687	0.2164626758
688	0.216047888
689	0.2159411379
690	0.2157729868
691	0.2153371937
692	0.2152037706
693	0.2150105864
694	0.2148286144
695	0.2143901504
696	0.2141218354
697	0.2137844347
698	0.2137154154
699	0.2135437904
700	0.2131393882
701	0.2126611477
702	0.212546569
703	0.2121598668
704	0.2117363572
705	0.2114589903
706	0.2112118326
707	0.2110343717
708	0.2107986339
709	0.2105289206
710	0.2101421501
711	0.2097621453
712	0.209373012
713	0.2091342751
714	0.2087296538
715	0.2081480705
716	0.2078969542
717	0.2075824016
718	0.2073366022
719	0.2070693511
720	0.206784291
721	0.2062919174
722	0.2058050617
723	0.2054081516
724	0.2050860283
725	0.2045786554
726	0.2044835727
727	0.2040727965
728	0.2038486653
729	0.2035653146
730	0.2032148629
731	0.2030662394
732	0.2026491417
733	0.2023430386
734	0.2021432835
735	0.201699563
736	0.2009953653
737	0.2007882075
738	0.2004992468
739	0.2003225681
740	0.2000153785
741	0.1996656157
742	0.1994475343
743	0.1991956903
744	0.1989780024
745	0.1988106866
746	0.1984480989
747	0.1982396257
748	0.1978758126
749	0.1975228346
750	0.197211621
751	0.1970316585
752	0.1967767048
753	0.1964915552
754	0.1961865346
755	0.1959638963
756	0.1956262092
757	0.19522371
758	0.1947691949
759	0.1946327137
760	0.1943411167
761	0.1940060046
762	0.1937881857
763	0.1935173672
764	0.1932032517
765	0.1929679653
766	0.1927777733
767	0.1925404251
768	0.1922562014
769	0.1918518315
770	0.191474215
771	0.1912914704
772	0.1910660926
773	0.1907804332
774	0.1906870343
775	0.1902595713
776	0.1899836104
777	0.1897557681
778	0.1894196035
779	0.1889914361
780	0.1887741214
781	0.1885118707
782	0.1883793519
783	0.1880947218
784	0.1879398719
785	0.1877120361
786	0.1873001465
787	0.1868570371
788	0.1866247579
789	0.1864965767
790	0.186234221
791	0.1859752774
792	0.1858314127
793	0.1856049028
794	0.1854397018
795	0.1851640572
796	0.1848736622
797	0.1847928531
798	0.1845779653
799	0.1843267192
800	0.1839784258
801	0.1834889709
802	0.183128148
803	0.1830559063
804	0.1826458672
805	0.1824502083
806	0.1821978563
807	0.181831497
808	0.1816966109
809	0.1815588826
810	0.181389061
811	0.1811961443
812	0.1808721595
813	0.1805586425
814	0.1802747081
815	0.1799916472
816	0.179714648
817	0.1796760826
818	0.1792488335
819	0.1789434629
820	0.1787234045
821	0.178304344
822	0.177972436
823	0.1777227442
824	0.1775181838
825	0.1773500303
826	0.176988901
827	0.1768669905
828	0.1765285628
829	0.1764790296
830	0.1763313078
831	0.1760735473
832	0.1755805076
833	0.1753063058
834	0.175202167
835	0.1749986436
836	0.1748469986
837	0.1745880932
838	0.1742769707
839	0.1740242337
840	0.1738260342
841	0.1737522425
842	0.1733473062
843	0.1731379283
844	0.1729196807
845	0.1727649949
846	0.1724440959
847	0.1721030999
848	0.1718589172
849	0.1716250351
850	0.1713674835
851	0.1711237797
852	0.171006245
853	0.1708164625
854	0.1705123857
855	0.1704224166
856	0.1702567101
857	0.1700031213
858	0.1697456357
859	0.1695988099
860	0.1693227016
861	0.1690948488
862	0.1689278624
863	0.1686410878
864	0.1683523625
865	0.1681776778
866	0.1678093758
867	0.1676558664
868	0.1674104918
869	0.1671960057
870	0.1668351449
871	0.1664921437
872	0.1663589761
873	0.1662335606
874	0.1659732732
875	0.1656785982
876	0.1654772068
877	0.1653866286
878	0.1649928512
879	0.1646613945
880	0.1642005615
881	0.1637264284
882	0.1636069248
883	0.163368214
884	0.1630548261
885	0.1627067696
886	0.1624370117
887	0.1622800714
888	0.1619665336
889	0.1617564496
890	0.1615541832
891	0.1614071687
892	0.1611935676
893	0.1609213285
894	0.1605655242
895	0.160353084
896	0.1600319422
897	0.1597878051
898	0.1594756718
899	0.1590835175
900	0.1586360878
901	0.1585827889
902	0.1585292784
903	0.158399732
904	0.1583170304
905	0.1580815293
906	0.1578569935
907	0.1577241022
908	0.1575105429
909	0.1571562615
910	0.1568640034
911	0.1567558019
912	0.1565943517
913	0.1563954312
914	0.1561867958
915	0.156100138
916	0.1557664454
917	0.1555033206
918	0.1554527534
919	0.1552969531
920	0.1550546656
921	0.1550419705
922	0.1548449984
923	0.1545892555
924	0.1543002326
925	0.1541997246
926	0.1538457148
927	0.1535908646
928	0.1532293637
929	0.1529840517
930	0.1528629321
931	0.1528590566
932	0.1527498554
933	0.1525757909
934	0.1524959091
935	0.1523241892
936	0.1522185904
937	0.1521385434
938	0.1517693649
939	0.1515693682
940	0.151274409
941	0.1509365677
942	0.1508326799
943	0.1507172517
944	0.1507125833
945	0.1506028855
946	0.1504591588
947	0.15038187
948	0.1500912324
949	0.1499392521
950	0.1496741429
951	0.1495134705
952	0.149359822
953	0.149165586
954	0.1489148695
955	0.1486432139
956	0.1484797562
957	0.148384227
958	0.1480398917
959	0.1479431905
960	0.1476315774
961	0.1474484032
962	0.1472482065
963	0.1470321348
964	0.1468523126
965	0.1465990135
966	0.1464183632
967	0.1462812609
968	0.1460288317
969	0.1457937383
970	0.1455745152
971	0.1454602586
972	0.1452628262
973	0.1451750106
974	0.1449110249
975	0.1447994696
976	0.1446442202
977	0.1445164495
978	0.144205175
979	0.1439153972
980	0.1436937147
981	0.1435269842
982	0.1433208005
983	0.1430079567
984	0.1427587886
985	0.142452246
986	0.1423282913
987	0.1421630866
988	0.1420146237
989	0.1418991265
990	0.1416236248
991	0.1414784507
992	0.1414114537
993	0.141325414
994	0.1411422799
995	0.141004267
996	0.1408743467
997	0.1407296284
998	0.1404217657
999	0.1402867664
1000	0.1401397304
1001	0.1399194079
1002	0.1396374591
1003	0.1394600243
1004	0.1392457467
1005	0.1390114631
1006	0.1389531813
1007	0.1387532286
1008	0.1387278503
1009	0.1385991126
1010	0.1385899523
1011	0.1383364962
1012	0.1380708476
1013	0.1379441561
1014	0.1376954709
1015	0.1374691483
1016	0.1372403334
1017	0.1369932793
1018	0.1368137473
1019	0.1365906283
1020	0.1364475389
1021	0.1363170018
1022	0.1361251638
1023	0.1360362638
1024	0.1358532676
1025	0.1356351244
1026	0.1354016369
1027	0.1352095384
1028	0.1350638978
1029	0.1348464062
1030	0.1347160497
1031	0.1345230788
1032	0.1343628071
1033	0.1342464349
1034	0.13424545
1035	0.1339685471
1036	0.1338406673
1037	0.1336838515
1038	0.1336819294
1039	0.1335467262
1040	0.1332814466
1041	0.1330797699
1042	0.1328417217
1043	0.1326035634
1044	0.1324165282
1045	0.1322268611
1046	0.1320601429
1047	0.1319307389
1048	0.1317415395
1049	0.1315007763
1050	0.1313959103
1051	0.1312368738
1052	0.1310985883
1053	0.1309737966
1054	0.1307570066
1055	0.1306099495
1056	0.130439083
1057	0.1302878831
1058	0.1301023823
1059	0.1299474447
1060	0.1298128035
1061	0.1297368898
1062	0.1295424616
1063	0.1294924672
1064	0.129299135
1065	0.1291446862
1066	0.1290192323
1067	0.1287620714
1068	0.1285593766
1069	0.1284169579
1070	0.1282396907
1071	0.1280907093
1072	0.1279490005
1073	0.1277708267
1074	0.1276212694
1075	0.1275023658
1076	0.1273406002
1077	0.1272334111
1078	0.1269587024
1079	0.1267686058
1080	0.1266175294
1081	0.1264494243
1082	0.1263332797
1083	0.1261536888
1084	0.1260421517
1085	0.1259015543
1086	0.1257576683
1087	0.1256180259
1088	0.1255043837
1089	0.1253237395
1090	0.1250769022
1091	0.1249661779
1092	0.1247978651
1093	0.1246032726
1094	0.1244480233
1095	0.1243788179
1096	0.1241351985
1097	0.1239619816
1098	0.1238655339
1099	0.1235317546
1100	0.1234745868
1101	0.1233963386
1102	0.1231028678
1103	0.1228137339
1104	0.122702874
1105	0.1225452923
1106	0.1223619187
1107	0.1222594127
1108	0.122207307
1109	0.1220167787
1110	0.1218535881
1111	0.1217235413
1112	0.1214996883
1113	0.1213421831
1114	0.1212524266
1115	0.1210281495
1116	0.1207938068
1117	0.1206458205
1118	0.1205314802
1119	0.120319604
1120	0.1200720387
1121	0.1197763283
1122	0.1196699338
1123	0.1192957657
1124	0.1192326309
1125	0.1191320863
1126	0.1190858861
1127	0.1189710097
1128	0.1187614325
1129	0.1186429553
1130	0.1185304449
1131	0.1183638724
1132	0.1182437718
1133	0.1180283971
1134	0.1179581016
1135	0.1176756539
1136	0.1175166541
1137	0.1172094051
1138	0.1171478311
1139	0.1170000841
1140	0.1168983339
1141	0.1167144637
1142	0.1165314443
1143	0.1164249801
1144	0.1162753704
1145	0.1161568059
1146	0.1159873412
1147	0.115866998
1148	0.1156416913
1149	0.1155058957
1150	0.1154096181
1151	0.1153359408
1152	0.115270528
1153	0.1151650729
1154	0.1150645312
1155	0.1150062406
1156	0.114679408
1157	0.1143632896
1158	0.1141311491
1159	0.11407148
1160	0.1138106603
1161	0.1137106851
1162	0.1135388106
1163	0.1133161181
1164	0.1130423454
1165	0.1129247356
1166	0.112779006
1167	0.1126932835
1168	0.1125408455
1169	0.112364795
1170	0.1122627068
1171	0.1121208225
1172	0.1119084382
1173	0.111768304
1174	0.1117245903
1175	0.1115504288
1176	0.111474867
1177	0.1112817279
1178	0.1110651969
1179	0.110958998
1180	0.1107589244
1181	0.1106982951
1182	0.1105207899
1183	0.1103325584
1184	0.1101977237
1185	0.1099193994
1186	0.10975489
1187	0.1096516981
1188	0.109520037
1189	0.1093346607
1190	0.1091755179
1191	0.109024821
1192	0.1089964193
1193	0.1088618572
1194	0.108717667
1195	0.1085980704
1196	0.10836569
1197	0.1083101336
1198	0.1081663755
1199	0.1079385213
1200	0.1078052739
1201	0.1075588547
1202	0.1075059454
1203	0.1074401295
1204	0.1072781521
1205	0.1071297002
1206	0.1070987685
1207	0.1069497278
1208	0.1068830699
1209	0.1067679721
1210	0.1067204443
1211	0.1066298311
1212	0.1065076102
1213	0.1063677555
1214	0.106261133
1215	0.1061942008
1216	0.1060811951
1217	0.1060588644
1218	0.1059460497
1219	0.1057637983
1220	0.1057018254
1221	0.1055291548
1222	0.1054085535
1223	0.1053399869
1224	0.1051395407
1225	0.1050329115
1226	0.1048716788
1227	0.1047547242
1228	0.1045721287
1229	0.1044098116
1230	0.1042919385
1231	0.1042163488
1232	0.1039983642
1233	0.1039146333
1234	0.1037447458
1235	0.1036498127
1236	0.1035336956
1237	0.103366591
1238	0.1032354045
1239	0.1031510724
1240	0.103064372
1241	0.1029117631
1242	0.1028182015
1243	0.1027376636
1244	0.1026549051
1245	0.1025815437
1246	0.1025077183
1247	0.102440919
1248	0.1024057705
1249	0.1022552834
1250	0.1021198421
1251	0.1020661457
1252	0.1020090472
1253	0.1019211762
1254	0.1017783433
1255	0.1017198165
1256	0.1016089082
1257	0.1015386659
1258	0.1014439854
1259	0.1012893094
1260	0.1011942117
1261	0.1011025487
1262	0.101027956
1263	0.1008802929
1264	0.1006086845
1265	0.1005633952
1266	0.1003468968
1267	0.1002539565
1268	0.100150391
1269	0.09999058486
1270	0.09991723111
1271	0.09983282824
1272	0.09969533619
1273	0.09953344215
1274	0.09947363669
1275	0.09934054928
1276	0.09928546102
1277	0.09916988128
1278	0.09903851702
1279	0.09888969803
1280	0.09876323378
1281	0.09868710874
1282	0.09861877528
1283	0.09856647377
1284	0.09843989999
1285	0.09830752981
1286	0.09820420205
1287	0.09806993529
1288	0.09793416109
1289	0.09782292604
1290	0.09771721393
1291	0.09762577859
1292	0.09755659661
1293	0.09740475913
1294	0.09719043722
1295	0.09699589618
1296	0.09691365991
1297	0.09678530865
1298	0.0967074306
1299	0.09657822747
1300	0.09650082369
1301	0.09638292062
1302	0.09631338216
1303	0.09617262223
1304	0.09602210499
1305	0.09594674916
1306	0.09583783289
1307	0.09570976974
1308	0.09556025604
1309	0.0954694488
1310	0.09531916177
1311	0.09516879433
1312	0.09505879435
1313	0.09490359108
1314	0.09482010736
1315	0.09474429126
1316	0.09459274444
1317	0.09446214922
1318	0.0944262264
1319	0.09427443538
1320	0.09418037504
1321	0.09401813498
1322	0.09391141868
1323	0.09376809719
1324	0.09368183676
1325	0.09361794454
1326	0.09350591104
1327	0.09338143068
1328	0.09325750606
1329	0.09318127517
1330	0.09306546963
1331	0.09297065504
1332	0.09287391514
1333	0.09277938252
1334	0.09269703757
1335	0.09264109525
1336	0.09240422445
1337	0.09231302885
1338	0.092196985
1339	0.09206696777
1340	0.09191375576
1341	0.09181220593
1342	0.09167654142
1343	0.09161454868
1344	0.09152683774
1345	0.09149261578
1346	0.09141521521
1347	0.09122640326
1348	0.09107498906
1349	0.0908618708
1350	0.09080691577
1351	0.09066468644
1352	0.09061815888
1353	0.09059860711
1354	0.09054737264
1355	0.09041965495
1356	0.09036925271
1357	0.0902286703
1358	0.09008265269
1359	0.08996511958
1360	0.08986899118
1361	0.08974284529
1362	0.08966864955
1363	0.08961493163
1364	0.08952435736
1365	0.08940430069
1366	0.08923418307
1367	0.08907080557
1368	0.08896553501
1369	0.0888611902
1370	0.08880135433
1371	0.08868210544
1372	0.08857851624
1373	0.08849016886
1374	0.08841729889
1375	0.0883397028
1376	0.08828993296
1377	0.08823254633
1378	0.08811358227
1379	0.08805945686
1380	0.08790957219
1381	0.08774724621
1382	0.08768832495
1383	0.08757421778
1384	0.08755699843
1385	0.08742184087
1386	0.08720751528
1387	0.08717423735
1388	0.0870517727
1389	0.08697951681
1390	0.08690879283
1391	0.08682795061
1392	0.08681025924
1393	0.08666453386
1394	0.08660768047
1395	0.08645737484
1396	0.08638849703
1397	0.08626624745
1398	0.08617964842
1399	0.08610337423
1400	0.0860506054
1401	0.08584581089
1402	0.08571736601
1403	0.08555288914
1404	0.08552340275
1405	0.08546492987
1406	0.08531953613
1407	0.08527235443
1408	0.0850957935
1409	0.08505996254
1410	0.08494748799
1411	0.08487850238
1412	0.08475287394
1413	0.08470750419
1414	0.08466563494
1415	0.08451750818
1416	0.08443827863
1417	0.08439285722
1418	0.08429725056
1419	0.08418498252
1420	0.08406211076
1421	0.08396981794
1422	0.08382183806
1423	0.08369980711
1424	0.08366074921
1425	0.08359539853
1426	0.08349254521
1427	0.08337287978
1428	0.08326720537
1429	0.08318403764
1430	0.08307815149
1431	0.08304852059
1432	0.08295768928
1433	0.08286645003
1434	0.08275286461
1435	0.08264686025
1436	0.08257365426
1437	0.08232311461
1438	0.0822369641
1439	0.08220959689
1440	0.08209613577
1441	0.08197340938
1442	0.08191705144
1443	0.08185811818
1444	0.08181737866
1445	0.0817696399
1446	0.08168673304
1447	0.08158870598
1448	0.08148029086
1449	0.0813719444
1450	0.08131202475
1451	0.08121902587
1452	0.08112830697
1453	0.08104883564
1454	0.08087024103
1455	0.08078853342
1456	0.08071728361
1457	0.0806473235
1458	0.08060266362
1459	0.080510526
1460	0.08045948637
1461	0.08034845114
1462	0.08019787941
1463	0.08016350809
1464	0.08011753544
1465	0.08008149289
1466	0.0800290869
1467	0.07992838809
1468	0.07990599323
1469	0.07975958769
1470	0.07964463461
1471	0.0796167721
1472	0.07949723725
1473	0.0793646997
1474	0.079291736
1475	0.07922820757
1476	0.07914973918
1477	0.07898995158
1478	0.07885356843
1479	0.07882051672
1480	0.07874050962
1481	0.0786597516
1482	0.0786379605
1483	0.07846154609
1484	0.07841679279
1485	0.07829717071
1486	0.07823971824
1487	0.07801750647
1488	0.07789988647
1489	0.0778158898
1490	0.07774187117
1491	0.07755039812
1492	0.07743200622
1493	0.07724275748
1494	0.07717397013
1495	0.07708971094
1496	0.07699088567
1497	0.07685927843
1498	0.07675022851
1499	0.07669584719
